"Year","Country","Model","exF"
2024,"USA","e(0) extrapolation",82.39471139535
2025,"USA","e(0) extrapolation",82.5414916695542
2026,"USA","e(0) extrapolation",82.6882719437585
2027,"USA","e(0) extrapolation",82.8350522179627
2028,"USA","e(0) extrapolation",82.9818324921669
2029,"USA","e(0) extrapolation",83.1286127663712
2030,"USA","e(0) extrapolation",83.2753930405754
2031,"USA","e(0) extrapolation",83.4221733147796
2032,"USA","e(0) extrapolation",83.5689535889838
2033,"USA","e(0) extrapolation",83.715733863188
2034,"USA","e(0) extrapolation",83.8625141373923
2035,"USA","e(0) extrapolation",84.0092944115965
2036,"USA","e(0) extrapolation",84.1560746858007
2037,"USA","e(0) extrapolation",84.302854960005
2038,"USA","e(0) extrapolation",84.4496352342092
2039,"USA","e(0) extrapolation",84.5964155084134
2040,"USA","e(0) extrapolation",84.7431957826177
2041,"USA","e(0) extrapolation",84.8899760568219
2042,"USA","e(0) extrapolation",85.0367563310261
2043,"USA","e(0) extrapolation",85.1835366052303
2044,"USA","e(0) extrapolation",85.3303168794345
2045,"USA","e(0) extrapolation",85.4770971536388
2046,"USA","e(0) extrapolation",85.623877427843
2047,"USA","e(0) extrapolation",85.7706577020473
2048,"USA","e(0) extrapolation",85.9174379762515
2049,"USA","e(0) extrapolation",86.0642182504557
2050,"USA","e(0) extrapolation",86.2109985246599
2051,"USA","e(0) extrapolation",86.3577787988642
2052,"USA","e(0) extrapolation",86.5045590730684
2053,"USA","e(0) extrapolation",86.6513393472726
2054,"USA","e(0) extrapolation",86.7981196214768
2055,"USA","e(0) extrapolation",86.9448998956811
2056,"USA","e(0) extrapolation",87.0916801698853
2057,"USA","e(0) extrapolation",87.2384604440896
2058,"USA","e(0) extrapolation",87.3852407182938
2059,"USA","e(0) extrapolation",87.532020992498
2060,"USA","e(0) extrapolation",87.6788012667022
2061,"USA","e(0) extrapolation",87.8255815409064
2062,"USA","e(0) extrapolation",87.9723618151107
2063,"USA","e(0) extrapolation",88.1191420893149
2064,"USA","e(0) extrapolation",88.2659223635191
2065,"USA","e(0) extrapolation",88.4127026377234
2066,"USA","e(0) extrapolation",88.5594829119276
2067,"USA","e(0) extrapolation",88.7062631861318
2068,"USA","e(0) extrapolation",88.8530434603361
2069,"USA","e(0) extrapolation",88.9998237345403
2070,"USA","e(0) extrapolation",89.1466040087445
2018,"Japan","e(0) extrapolation",87.6111391566698
2019,"Japan","e(0) extrapolation",87.9028378440697
2020,"Japan","e(0) extrapolation",88.1945365314696
2021,"Japan","e(0) extrapolation",88.4862352188694
2022,"Japan","e(0) extrapolation",88.7779339062694
2023,"Japan","e(0) extrapolation",89.0696325936692
2024,"Japan","e(0) extrapolation",89.3613312810691
2025,"Japan","e(0) extrapolation",89.653029968469
2026,"Japan","e(0) extrapolation",89.9447286558689
2027,"Japan","e(0) extrapolation",90.2364273432687
2028,"Japan","e(0) extrapolation",90.5281260306687
2029,"Japan","e(0) extrapolation",90.8198247180685
2030,"Japan","e(0) extrapolation",91.1115234054684
2031,"Japan","e(0) extrapolation",91.4032220928682
2032,"Japan","e(0) extrapolation",91.6949207802682
2033,"Japan","e(0) extrapolation",91.986619467668
2034,"Japan","e(0) extrapolation",92.2783181550679
2035,"Japan","e(0) extrapolation",92.5700168424678
2036,"Japan","e(0) extrapolation",92.8617155298677
2037,"Japan","e(0) extrapolation",93.1534142172675
2038,"Japan","e(0) extrapolation",93.4451129046675
2039,"Japan","e(0) extrapolation",93.7368115920673
2040,"Japan","e(0) extrapolation",94.0285102794671
2041,"Japan","e(0) extrapolation",94.3202089668671
2042,"Japan","e(0) extrapolation",94.6119076542669
2043,"Japan","e(0) extrapolation",94.9036063416668
2044,"Japan","e(0) extrapolation",95.1953050290667
2045,"Japan","e(0) extrapolation",95.4870037164666
2046,"Japan","e(0) extrapolation",95.7787024038664
2047,"Japan","e(0) extrapolation",96.0704010912664
2048,"Japan","e(0) extrapolation",96.3620997786662
2049,"Japan","e(0) extrapolation",96.6537984660661
2050,"Japan","e(0) extrapolation",96.945497153466
2051,"Japan","e(0) extrapolation",97.2371958408659
2052,"Japan","e(0) extrapolation",97.5288945282657
2053,"Japan","e(0) extrapolation",97.8205932156657
2054,"Japan","e(0) extrapolation",98.1122919030655
2055,"Japan","e(0) extrapolation",98.4039905904654
2056,"Japan","e(0) extrapolation",98.6956892778653
2057,"Japan","e(0) extrapolation",98.9873879652652
2058,"Japan","e(0) extrapolation",99.279086652665
2059,"Japan","e(0) extrapolation",99.570785340065
2060,"Japan","e(0) extrapolation",99.8624840274648
2061,"Japan","e(0) extrapolation",100.154182714865
2062,"Japan","e(0) extrapolation",100.445881402265
2063,"Japan","e(0) extrapolation",100.737580089664
2064,"Japan","e(0) extrapolation",101.029278777064
2065,"Japan","e(0) extrapolation",101.320977464464
2066,"Japan","e(0) extrapolation",101.612676151864
2067,"Japan","e(0) extrapolation",101.904374839264
2068,"Japan","e(0) extrapolation",102.196073526664
2069,"Japan","e(0) extrapolation",102.487772214064
2070,"Japan","e(0) extrapolation",102.779470901464
2018,"France","Double-Gap",85.6944564630143
2019,"France","Double-Gap",85.9156356146308
2020,"France","Double-Gap",86.1368147662473
2021,"France","Double-Gap",86.3579939178639
2022,"France","Double-Gap",86.5791730694804
2023,"France","Double-Gap",86.8003522210969
2024,"France","Double-Gap",87.0215313727135
2025,"France","Double-Gap",87.24271052433
2026,"France","Double-Gap",87.4638896759465
2027,"France","Double-Gap",87.685068827563
2028,"France","Double-Gap",87.9062479791796
2029,"France","Double-Gap",88.1274271307961
2030,"France","Double-Gap",88.3486062824126
2031,"France","Double-Gap",88.5697854340292
2032,"France","Double-Gap",88.7909645856457
2033,"France","Double-Gap",89.0121437372622
2034,"France","Double-Gap",89.2333228888787
2035,"France","Double-Gap",89.4545020404953
2036,"France","Double-Gap",89.6756811921118
2037,"France","Double-Gap",89.8968603437283
2038,"France","Double-Gap",90.1180394953449
2039,"France","Double-Gap",90.3392186469614
2040,"France","Double-Gap",90.5603977985779
2041,"France","Double-Gap",90.7815769501944
2042,"France","Double-Gap",91.002756101811
2043,"France","Double-Gap",91.2239352534275
2044,"France","Double-Gap",91.4451144050441
2045,"France","Double-Gap",91.6662935566606
2046,"France","Double-Gap",91.8874727082771
2047,"France","Double-Gap",92.1086518598936
2048,"France","Double-Gap",92.3298310115102
2049,"France","Double-Gap",92.5510101631267
2050,"France","Double-Gap",92.7721893147432
2051,"France","Double-Gap",92.9933684663598
2052,"France","Double-Gap",93.2145476179763
2053,"France","Double-Gap",93.4357267695928
2054,"France","Double-Gap",93.6569059212093
2055,"France","Double-Gap",93.8780850728259
2056,"France","Double-Gap",94.0992642244424
2057,"France","Double-Gap",94.3204433760589
2058,"France","Double-Gap",94.5416225276755
2059,"France","Double-Gap",94.762801679292
2060,"France","Double-Gap",94.9839808309085
2061,"France","Double-Gap",95.2051599825251
2062,"France","Double-Gap",95.4263391341416
2063,"France","Double-Gap",95.6475182857581
2064,"France","Double-Gap",95.8686974373746
2065,"France","Double-Gap",96.0898765889912
2066,"France","Double-Gap",96.3110557406077
2067,"France","Double-Gap",96.5322348922242
2068,"France","Double-Gap",96.7534140438408
2069,"France","Double-Gap",96.9745931954573
2070,"France","Double-Gap",97.1957723470738
2018,"Sweden","Double-Gap",84.3418480343936
2019,"Sweden","Double-Gap",84.6295295906763
2020,"Sweden","Double-Gap",84.7841113829345
2021,"Sweden","Double-Gap",85.0446485171833
2022,"Sweden","Double-Gap",85.2527521137915
2023,"Sweden","Double-Gap",85.4718453578418
2024,"Sweden","Double-Gap",85.6999131239162
2025,"Sweden","Double-Gap",85.915232911078
2026,"Sweden","Double-Gap",86.139487707237
2027,"Sweden","Double-Gap",86.3598894886763
2028,"Sweden","Double-Gap",86.5806701169993
2029,"Sweden","Double-Gap",86.8025233223403
2030,"Sweden","Double-Gap",87.0232016726499
2031,"Sweden","Double-Gap",87.2446118802037
2032,"Sweden","Double-Gap",87.4657552506888
2033,"Sweden","Double-Gap",87.686882669176
2034,"Sweden","Double-Gap",87.9081250197097
2035,"Sweden","Double-Gap",88.1292625773201
2036,"Sweden","Double-Gap",88.3504582270664
2037,"Sweden","Double-Gap",88.5716370010025
2038,"Sweden","Double-Gap",88.792810360822
2039,"Sweden","Double-Gap",89.0139952341489
2040,"Sweden","Double-Gap",89.2351710335197
2041,"Sweden","Double-Gap",89.4563512803915
2042,"Sweden","Double-Gap",89.6775306274317
2043,"Sweden","Double-Gap",89.8987091820868
2044,"Sweden","Double-Gap",90.1198888360007
2045,"Sweden","Double-Gap",90.3410677263554
2046,"Sweden","Double-Gap",90.5622469423003
2047,"Sweden","Double-Gap",90.783426129413
2048,"Sweden","Double-Gap",91.0046052228246
2049,"Sweden","Double-Gap",91.2257844172814
2050,"Sweden","Double-Gap",91.4469635493356
2051,"Sweden","Double-Gap",91.6681427038174
2052,"Sweden","Double-Gap",91.8893218599721
2053,"Sweden","Double-Gap",92.1105010061467
2054,"Sweden","Double-Gap",92.3316801613136
2055,"Sweden","Double-Gap",92.5528593115396
2056,"Sweden","Double-Gap",92.7740384631713
2057,"Sweden","Double-Gap",92.995217615292
2058,"Sweden","Double-Gap",93.216396766417
2059,"Sweden","Double-Gap",93.4375759183191
2060,"Sweden","Double-Gap",93.6587550698439
2061,"Sweden","Double-Gap",93.8799342214423
2062,"Sweden","Double-Gap",94.1011133731105
2063,"Sweden","Double-Gap",94.322292524684
2064,"Sweden","Double-Gap",94.5434716763227
2065,"Sweden","Double-Gap",94.7646508279339
2066,"Sweden","Double-Gap",94.9858299795473
2067,"Sweden","Double-Gap",95.2070091311689
2068,"Sweden","Double-Gap",95.4281882827817
2069,"Sweden","Double-Gap",95.6493674343999
2070,"Sweden","Double-Gap",95.8705465860162
2018,"USA","Double-Gap",81.5884286275369
2019,"USA","Double-Gap",81.8096077791534
2020,"USA","Double-Gap",82.03078693077
2021,"USA","Double-Gap",82.2519660823865
2022,"USA","Double-Gap",82.473145234003
2023,"USA","Double-Gap",82.6943243856196
2024,"USA","Double-Gap",82.9155035372361
2025,"USA","Double-Gap",83.1366826888526
2026,"USA","Double-Gap",83.3578618404691
2027,"USA","Double-Gap",83.5790409920857
2028,"USA","Double-Gap",83.8002201437022
2029,"USA","Double-Gap",84.0213992953187
2030,"USA","Double-Gap",84.2425784469353
2031,"USA","Double-Gap",84.4637575985518
2032,"USA","Double-Gap",84.6849367501683
2033,"USA","Double-Gap",84.9061159017849
2034,"USA","Double-Gap",85.1272950534014
2035,"USA","Double-Gap",85.3484742050179
2036,"USA","Double-Gap",85.5696533566344
2037,"USA","Double-Gap",85.790832508251
2038,"USA","Double-Gap",86.0120116598675
2039,"USA","Double-Gap",86.233190811484
2040,"USA","Double-Gap",86.4543699631006
2041,"USA","Double-Gap",86.6755491147171
2042,"USA","Double-Gap",86.8967282663336
2043,"USA","Double-Gap",87.1179074179501
2044,"USA","Double-Gap",87.3390865695667
2045,"USA","Double-Gap",87.5602657211832
2046,"USA","Double-Gap",87.7814448727997
2047,"USA","Double-Gap",88.0026240244163
2048,"USA","Double-Gap",88.2238031760328
2049,"USA","Double-Gap",88.4449823276493
2050,"USA","Double-Gap",88.6661614792659
2051,"USA","Double-Gap",88.8873406308824
2052,"USA","Double-Gap",89.1085197824989
2053,"USA","Double-Gap",89.3296989341155
2054,"USA","Double-Gap",89.550878085732
2055,"USA","Double-Gap",89.7720572373485
2056,"USA","Double-Gap",89.993236388965
2057,"USA","Double-Gap",90.2144155405816
2058,"USA","Double-Gap",90.4355946921981
2059,"USA","Double-Gap",90.6567738438146
2060,"USA","Double-Gap",90.8779529954312
2061,"USA","Double-Gap",91.0991321470477
2062,"USA","Double-Gap",91.3203112986642
2063,"USA","Double-Gap",91.5414904502807
2064,"USA","Double-Gap",91.7626696018973
2065,"USA","Double-Gap",91.9838487535138
2066,"USA","Double-Gap",92.2050279051303
2067,"USA","Double-Gap",92.4262070567469
2068,"USA","Double-Gap",92.6473862083634
2069,"USA","Double-Gap",92.8685653599799
2070,"USA","Double-Gap",93.0897445115965
2018,"Japan","Double-Gap",87.4964142258888
2019,"Japan","Double-Gap",87.6661371235932
2020,"Japan","Double-Gap",87.8358600212976
2021,"Japan","Double-Gap",88.0055829190021
2022,"Japan","Double-Gap",88.1753058167065
2023,"Japan","Double-Gap",88.3450287144109
2024,"Japan","Double-Gap",88.5147516121153
2025,"Japan","Double-Gap",88.6844745098197
2026,"Japan","Double-Gap",88.8541974075241
2027,"Japan","Double-Gap",89.0239203052285
2028,"Japan","Double-Gap",89.1936432029329
2029,"Japan","Double-Gap",89.3633661006373
2030,"Japan","Double-Gap",89.5330889983417
2031,"Japan","Double-Gap",89.7028118960461
2032,"Japan","Double-Gap",89.8725347937506
2033,"Japan","Double-Gap",90.042257691455
2034,"Japan","Double-Gap",90.2119805891594
2035,"Japan","Double-Gap",90.3817034868638
2036,"Japan","Double-Gap",90.5514263845682
2037,"Japan","Double-Gap",90.7211492822726
2038,"Japan","Double-Gap",90.890872179977
2039,"Japan","Double-Gap",91.0605950776814
2040,"Japan","Double-Gap",91.2303179753858
2041,"Japan","Double-Gap",91.4000408730902
2042,"Japan","Double-Gap",91.5697637707946
2043,"Japan","Double-Gap",91.739486668499
2044,"Japan","Double-Gap",91.9092095662035
2045,"Japan","Double-Gap",92.0789324639079
2046,"Japan","Double-Gap",92.2486553616123
2047,"Japan","Double-Gap",92.4183782593167
2048,"Japan","Double-Gap",92.5881011570211
2049,"Japan","Double-Gap",92.7578240547255
2050,"Japan","Double-Gap",92.9275469524299
2051,"Japan","Double-Gap",93.0972698501343
2052,"Japan","Double-Gap",93.2669927478387
2053,"Japan","Double-Gap",93.4367156455431
2054,"Japan","Double-Gap",93.6064385432475
2055,"Japan","Double-Gap",93.776161440952
2056,"Japan","Double-Gap",93.9458843386564
2057,"Japan","Double-Gap",94.1156072363608
2058,"Japan","Double-Gap",94.2853301340652
2059,"Japan","Double-Gap",94.4550530317696
2060,"Japan","Double-Gap",94.624775929474
2061,"Japan","Double-Gap",94.7944988271784
2062,"Japan","Double-Gap",94.9642217248828
2063,"Japan","Double-Gap",95.1339446225872
2064,"Japan","Double-Gap",95.3036675202916
2065,"Japan","Double-Gap",95.473390417996
2066,"Japan","Double-Gap",95.6431133157004
2067,"Japan","Double-Gap",95.8128362134049
2068,"Japan","Double-Gap",95.9825591111093
2069,"Japan","Double-Gap",96.1522820088137
2070,"Japan","Double-Gap",96.3220049065181
2018,"France","Official",86
2019,"France","Official",86.1
2020,"France","Official",86.3
2021,"France","Official",86.5
2022,"France","Official",86.6
2023,"France","Official",86.8
2024,"France","Official",86.9
2025,"France","Official",87
2026,"France","Official",87.2
2027,"France","Official",87.3
2028,"France","Official",87.4
2029,"France","Official",87.6
2030,"France","Official",87.7
2031,"France","Official",87.8
2032,"France","Official",87.9
2033,"France","Official",88.1
2034,"France","Official",88.2
2035,"France","Official",88.3
2036,"France","Official",88.4
2037,"France","Official",88.6
2038,"France","Official",88.7
2039,"France","Official",88.8
2040,"France","Official",88.9
2041,"France","Official",89.1
2042,"France","Official",89.2
2043,"France","Official",89.3
2044,"France","Official",89.5
2045,"France","Official",89.6
2046,"France","Official",89.8
2047,"France","Official",89.9
2048,"France","Official",90.1
2049,"France","Official",90.2
2050,"France","Official",90.3
2051,"France","Official",90.5
2052,"France","Official",90.6
2053,"France","Official",90.8
2054,"France","Official",90.9
2055,"France","Official",91.1
2056,"France","Official",91.2
2057,"France","Official",91.3
2058,"France","Official",91.5
2059,"France","Official",91.6
2060,"France","Official",91.7
2061,"France","Official",91.9
2062,"France","Official",92
2063,"France","Official",92.1
2064,"France","Official",92.3
2065,"France","Official",92.4
2066,"France","Official",92.5
2067,"France","Official",92.6
2068,"France","Official",92.8
2069,"France","Official",92.9
2070,"France","Official",93
2018,"Sweden","Official",84.3
2019,"Sweden","Official",84.34
2020,"Sweden","Official",84.45
2021,"Sweden","Official",84.55
2022,"Sweden","Official",84.66
2023,"Sweden","Official",84.76
2024,"Sweden","Official",84.86
2025,"Sweden","Official",84.97
2026,"Sweden","Official",85.07
2027,"Sweden","Official",85.18
2028,"Sweden","Official",85.28
2029,"Sweden","Official",85.38
2030,"Sweden","Official",85.49
2031,"Sweden","Official",85.59
2032,"Sweden","Official",85.69
2033,"Sweden","Official",85.8
2034,"Sweden","Official",85.9
2035,"Sweden","Official",86
2036,"Sweden","Official",86.1
2037,"Sweden","Official",86.21
2038,"Sweden","Official",86.31
2039,"Sweden","Official",86.41
2040,"Sweden","Official",86.51
2041,"Sweden","Official",86.61
2042,"Sweden","Official",86.71
2043,"Sweden","Official",86.82
2044,"Sweden","Official",86.92
2045,"Sweden","Official",87.02
2046,"Sweden","Official",87.12
2047,"Sweden","Official",87.22
2048,"Sweden","Official",87.32
2049,"Sweden","Official",87.41
2050,"Sweden","Official",87.51
2051,"Sweden","Official",87.61
2052,"Sweden","Official",87.71
2053,"Sweden","Official",87.81
2054,"Sweden","Official",87.9
2055,"Sweden","Official",88
2056,"Sweden","Official",88.09
2057,"Sweden","Official",88.19
2058,"Sweden","Official",88.28
2059,"Sweden","Official",88.37
2060,"Sweden","Official",88.47
2061,"Sweden","Official",88.56
2062,"Sweden","Official",88.65
2063,"Sweden","Official",88.74
2064,"Sweden","Official",88.83
2065,"Sweden","Official",88.92
2066,"Sweden","Official",89.01
2067,"Sweden","Official",89.1
2068,"Sweden","Official",89.18
2069,"Sweden","Official",89.27
2070,"Sweden","Official",89.36
2018,"USA","Official",81.3781663172802
2019,"USA","Official",81.3890831586401
2020,"USA","Official",81.4
2021,"USA","Official",81.5
2022,"USA","Official",81.6
2023,"USA","Official",81.7
2024,"USA","Official",81.8
2025,"USA","Official",81.9
2026,"USA","Official",82
2027,"USA","Official",82.1
2028,"USA","Official",82.2
2029,"USA","Official",82.3
2030,"USA","Official",82.4
2031,"USA","Official",82.48
2032,"USA","Official",82.56
2033,"USA","Official",82.64
2034,"USA","Official",82.72
2035,"USA","Official",82.8
2036,"USA","Official",82.9
2037,"USA","Official",83
2038,"USA","Official",83.1
2039,"USA","Official",83.2
2040,"USA","Official",83.3
2041,"USA","Official",83.38
2042,"USA","Official",83.46
2043,"USA","Official",83.54
2044,"USA","Official",83.62
2045,"USA","Official",83.7
2046,"USA","Official",83.8
2047,"USA","Official",83.9
2048,"USA","Official",84
2049,"USA","Official",84.1
2050,"USA","Official",84.2
2051,"USA","Official",84.28
2052,"USA","Official",84.36
2053,"USA","Official",84.44
2054,"USA","Official",84.52
2055,"USA","Official",84.6
2056,"USA","Official",84.68
2057,"USA","Official",84.76
2058,"USA","Official",84.84
2059,"USA","Official",84.92
2060,"USA","Official",85
2061,"USA","Official",85.08
2062,"USA","Official",85.16
2063,"USA","Official",85.24
2064,"USA","Official",85.32
2065,"USA","Official",85.4
2066,"USA","Official",85.46
2067,"USA","Official",85.52
2068,"USA","Official",85.58
2069,"USA","Official",85.64
2070,"USA","Official",85.7
2018,"Japan","Official",87.39
2019,"Japan","Official",87.52
2020,"Japan","Official",87.64
2021,"Japan","Official",87.75
2022,"Japan","Official",87.87
2023,"Japan","Official",87.98
2024,"Japan","Official",88.1
2025,"Japan","Official",88.21
2026,"Japan","Official",88.31
2027,"Japan","Official",88.42
2028,"Japan","Official",88.52
2029,"Japan","Official",88.62
2030,"Japan","Official",88.72
2031,"Japan","Official",88.82
2032,"Japan","Official",88.92
2033,"Japan","Official",89.01
2034,"Japan","Official",89.11
2035,"Japan","Official",89.2
2036,"Japan","Official",89.29
2037,"Japan","Official",89.38
2038,"Japan","Official",89.46
2039,"Japan","Official",89.55
2040,"Japan","Official",89.63
2041,"Japan","Official",89.72
2042,"Japan","Official",89.8
2043,"Japan","Official",89.88
2044,"Japan","Official",89.95
2045,"Japan","Official",90.03
2046,"Japan","Official",90.11
2047,"Japan","Official",90.18
2048,"Japan","Official",90.26
2049,"Japan","Official",90.33
2050,"Japan","Official",90.4
2051,"Japan","Official",90.47
2052,"Japan","Official",90.54
2053,"Japan","Official",90.61
2054,"Japan","Official",90.68
2055,"Japan","Official",90.74
2056,"Japan","Official",90.81
2057,"Japan","Official",90.87
2058,"Japan","Official",90.94
2059,"Japan","Official",91
2060,"Japan","Official",91.06
2061,"Japan","Official",91.12
2062,"Japan","Official",91.18
2063,"Japan","Official",91.24
2064,"Japan","Official",91.3
2065,"Japan","Official",91.35
2066,"Japan","Official",NA
2067,"Japan","Official",NA
2068,"Japan","Official",NA
2069,"Japan","Official",NA
2070,"Japan","Official",NA
